Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2013,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),24.1,32.9,28.5,,,
2014,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),19.7,27.3,23.6,,,
2015,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),16.1,21.7,18.7,,,
2016,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),14,18.9,16.4,,,
2017,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),12.9,18,15.2,,,
2018,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),12,14.5,13.1,,,
2010,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),20.9,28.3,24.3,,,
2011,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),15.6,22.9,18.8,,,
2012,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),13.7,20.8,16.7,,,
2013,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),18.1,25,21.1,,,
2014,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),15.7,22.9,18.9,,,
2015,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),15.7,21.6,18.2,,,
2016,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),12.8,17.2,14.8,,,
2017,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),12.2,14.7,13.4,,,
2018,Neighborhood (UHF 42),Brooklyn, East New York,204,Nitric Oxide (NO),9.4,12.8,11,,,
2010,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),19.8,27.6,22.9,,,
2011,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),14.7,22.1,17.7,,,
2012,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),13,20.1,15.9,,,
2013,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),15.3,22.7,18.1,,,
2014,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),14.5,21.1,17.1,,,
2015,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),13.3,18,15.1,,,
2016,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),10.9,14.6,12.3,,,
2017,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),9.6,12.8,10.8,,,
2018,Neighborhood (UHF 42),Queens, Flushing - Clearview,403,Nitric Oxide (NO),9.7,14.7,11.4,,,
2010,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),19.2,32,25.4,,,
2011,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),14.8,26.4,20.6,,,
2012,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),13.1,23.8,18.4,,,
2013,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),16.3,26.5,21.3,,,
2014,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),13.7,22.5,18.1,,,
2015,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),12.6,17.3,14.9,,,
2016,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),11.4,15.6,13.5,,,
2017,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),10.8,15.4,13,,,
2018,Neighborhood (UHF 42),Bronx, Fordham - Bronx Pk,103,Nitric Oxide (NO),9.3,12.6,10.9,,,
2010,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),20.9,27.3,24,,,
2011,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),15.7,21.9,18.6,,,
2012,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),14,20.1,16.8,,,
2013,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),16,22.5,19.1,,,
2014,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),15.4,21.4,18.1,,,
2015,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),14.1,18,15.9,,,
2016,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),11.1,14.1,12.6,,,
2017,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),10,12.3,11.1,,,
2018,Neighborhood (UHF 42),Queens, Fresh Meadows,406,Nitric Oxide (NO),9.5,11.4,10.3,,,
2010,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),39.9,63,52.4,,,
2011,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),33.4,54.6,45.1,,,
2012,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),30.3,49.6,40.9,,,
2013,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),35.6,53.5,45.5,,,
2014,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),30.3,46.5,39.2,,,
2015,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),22.9,34.6,28.8,,,
2016,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),19.9,30.3,25.1,,,
2017,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),16.9,27.3,21.7,,,
2018,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Nitric Oxide (NO),13.3,18,15.4,,,
2010,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),22.6,33.1,27.5,,,
2011,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),17,26.9,21.5,,,
2012,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),14.8,24.4,18.9,,,
2013,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),20.9,30.5,25,,,
2014,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),16.8,26.3,20.9,,,
2015,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),16.4,26.4,20.4,,,
2016,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),14.2,22.7,17.6,,,
2017,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),13.3,21,16.4,,,
2018,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Nitric Oxide (NO),12.8,28.6,19.1,,,
2010,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),35.6,59.6,48.7,,,
2011,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),29.1,49,40.1,,,
2012,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),26.1,44.3,36,,,
2013,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),32.1,48.9,41.2,,,
2014,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),25.8,40,33.6,,,
2015,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),22.7,45.1,32.7,,,
2016,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),20.2,40.5,29.3,,,
2017,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),18.9,35.3,26.6,,,
2018,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Nitric Oxide (NO),13.4,17.2,15.3,,,
2010,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),25,33.3,29,,,
2011,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),19.9,27.6,23.7,,,
2012,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),17.6,24.6,21.2,,,
2013,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),21.6,28.2,25.1,,,
2014,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),17.9,23.9,21,,,
2015,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),14.6,18.5,16.4,,,
2016,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),12.9,16.2,14.5,,,
2017,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),12.4,15.4,14.1,,,
2018,Neighborhood (UHF 42),Bronx, High Bridge - Morrisania,106,Nitric Oxide (NO),11.8,14.3,13,,,
2010,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),18.8,30.7,24.9,,,
2011,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),14.1,25.3,19.8,,,
2012,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),12.3,23.1,17.7,,,
2013,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),16.1,27.1,21.6,,,
2014,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),13.6,23.3,18.4,,,
2015,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),12.9,18.8,15.6,,,
2016,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),11.1,16.3,13.6,,,
2017,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),10.1,14.7,12.4,,,
2018,Neighborhood (UHF 42),Bronx, Hunts Point - Mott Haven,107,Nitric Oxide (NO),10.7,21.4,15.2,,,
2010,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),21.5,27.1,23.8,,,
2011,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),16.4,21.7,18.6,,,
2012,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),14.7,19.9,16.9,,,
2013,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),16.3,22,18.5,,,
2014,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),15.9,20.8,17.9,,,
2015,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),14.3,17.8,15.8,,,
2016,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),10.9,13.7,12.1,,,
2017,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),9.8,12.4,10.8,,,
2018,Neighborhood (UHF 42),Queens, Jamaica,408,Nitric Oxide (NO),9.6,12.1,10.6,,,
2010,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),16.7,29.4,21.6,,,
2011,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),12.6,24.7,17.2,,,
2012,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),10.8,22.4,15.2,,,
2013,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),14.7,25.6,18.7,,,
2014,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),11.3,22,15.1,,,
2015,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),11.3,17.2,13.2,,,
2016,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),10.5,15.4,12.1,,,
2017,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),10.5,14.9,12.1,,,
2018,Neighborhood (UHF 42),Bronx, Kingsbridge - Riverdale,101,Nitric Oxide (NO),8.8,12.5,10,,,
2010,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),22,30.4,26.1,,,
2011,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),16.7,24.1,20.4,,,
2012,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),14.6,21.5,18,,,
2013,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),19.9,26.9,23.4,,,
2014,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),16.1,22.1,19.1,,,
2015,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),14.3,19.1,16.7,,,
2016,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),12.3,16.4,14.4,,,
2017,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),11.2,14.7,13,,,
2018,Neighborhood (UHF 42),Queens, Long Island City - Astoria,401,Nitric Oxide (NO),11,24.8,15.4,,,
2010,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),30.7,42.1,36.5,,,
2011,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),25,35.7,30.4,,,
2012,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),22.5,32.7,27.7,,,
2013,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),28.6,38.5,33.7,,,
2014,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),23.8,33,28.6,,,
2015,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),20.4,28.2,24.1,,,
2016,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),18.1,24.7,21.2,,,
2017,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),17.5,22.4,19.9,,,
2018,Neighborhood (UHF 42),Manhattan, Lower Manhattan,310,Nitric Oxide (NO),13.4,15.8,14.6,,,
2010,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),18.1,25.9,21.3,,,
2011,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),13.8,21.6,17,,,
2012,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),12.3,20.2,15.5,,,
2013,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),14.9,22.5,18,,,
2014,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),13.7,21.4,16.6,,,
2015,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),12.6,18.4,14.6,,,
2016,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),11.3,15.8,12.9,,,
2017,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),10.1,12.4,11.1,,,
2018,Neighborhood (UHF 42),Bronx, Northeast Bronx,102,Nitric Oxide (NO),9.4,11.7,10.3,,,
2010,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),18.7,29.5,23.4,,,
2011,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),14,24.6,18.6,,,
2012,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),12.5,22.8,16.9,,,
2013,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),14.9,25.4,19.4,,,
2014,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),13.8,23.5,18,,,
2015,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),12.8,20.5,15.9,,,
2016,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),11,17.3,13.7,,,
2017,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),9.5,14.4,11.7,,,
2018,Neighborhood (UHF 42),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),9.6,12.7,11.1,,,
2010,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),13.8,17.9,16,,,
2011,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),11.3,15,13.2,,,
2012,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),9.2,13,11.2,,,
2013,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),12.3,16.2,14.4,,,
2014,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),9.5,13.7,11.8,,,
2015,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),10.2,12.5,11.5,,,
2016,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),8.3,10.4,9.5,,,
2017,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),7.7,9.5,8.6,,,
2018,Neighborhood (UHF 42),Staten Island, Port Richmond,501,Nitric Oxide (NO),7.5,8.8,8.2,,,
2010,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),20.6,30,24.8,,,
2011,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.2,23.8,19,,,
2012,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),13.3,21.6,16.9,,,
2013,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),18.2,25.5,21.4,,,
2014,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.6,22.7,18.8,,,
2015,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.3,19.9,17.4,,,
2016,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),12.7,16.4,14.3,,,
2017,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),11.8,15,13.2,,,
2018,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),9.3,11.8,10.8,,,
2010,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),17.6,22,20.4,,,
2011,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),14.8,18.2,16.8,,,
2012,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),13.5,16.6,15.3,,,
2013,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),14.3,16.8,15.6,,,
2014,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),14.2,17.3,16,,,
2015,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),12.5,14.4,13.6,,,
2016,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),9.6,10.7,10.1,,,
2017,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),7.5,8.5,8,,,
2018,Neighborhood (UHF 42),Queens, Rockaways,410,Nitric Oxide (NO),7.2,8.6,8,,,
2010,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),10.7,15.2,12.9,,,
2011,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),11.2,14.2,12.6,,,
2012,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),9.3,12.4,10.8,,,
2013,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),7.7,12.6,10.1,,,
2014,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),7.8,11.9,9.8,,,
2015,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),7.9,10.5,9.1,,,
2016,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),5.7,8.2,6.8,,,
2017,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),5.9,7.4,6.5,,,
2018,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Nitric Oxide (NO),5.4,7.2,6.5,,,
2010,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),21.1,24.1,22.4,,,
2011,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),16.3,19.2,17.5,,,
2012,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),14.8,17.6,16,,,
2013,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),14.8,18.1,16.2,,,
2014,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),15.5,18.3,16.7,,,
2015,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),13.6,15.4,14.4,,,
2016,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),10.1,11.6,10.8,,,
2017,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),8.7,10.3,9.4,,,
2018,Neighborhood (UHF 42),Queens, Southeast Queens,409,Nitric Oxide (NO),9.6,11.2,10.4,,,
2010,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),20.9,26.9,23.5,,,
2011,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),15.8,21.4,18.2,,,
2012,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),14,19.5,16.3,,,
2013,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),17.2,22.8,19.6,,,
2014,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),15.7,21.1,18,,,
2015,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),14.9,18.7,16.5,,,
2016,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),11.7,14.6,13,,,
2017,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),10.8,13.1,11.9,,,
2018,Neighborhood (UHF 42),Queens, Southwest Queens,407,Nitric Oxide (NO),8.7,10.8,9.7,,,
2010,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),14.9,20.7,17.6,,,
2011,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),12.3,17.2,14.5,,,
2012,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),10.5,15.2,12.6,,,
2013,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),12.6,18.3,15.4,,,
2014,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),11.3,16.3,13.6,,,
2015,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),10.9,14.5,12.6,,,
2016,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),8.9,12.1,10.4,,,
2017,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),7.9,10.7,9.2,,,
2018,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Nitric Oxide (NO),7.2,9.1,8.2,,,
2010,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),18.4,29.8,23.6,,,
2011,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),13.8,24.5,18.6,,,
2012,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),11.9,22.1,16.4,,,
2013,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),16.7,26.6,21,,,
2014,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),13.9,23.6,18.2,,,
2015,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),14.2,22.6,17.7,,,
2016,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),12.3,19.5,15.4,,,
2017,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),11.6,17.5,14.1,,,
2018,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Nitric Oxide (NO),9.8,20.2,14.2,,,
2010,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),26.2,55.7,41.2,,,
2011,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),20.3,46.4,33.5,,,
2012,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),18,41.6,30,,,
2013,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),24.3,46.3,35.6,,,
2014,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),19.8,38.3,29.2,,,
2015,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),17.4,36.4,26.8,,,
2016,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),15.2,32.3,23.7,,,
2017,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),14.3,29.4,21.2,,,
2018,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Nitric Oxide (NO),11.9,16.9,14,,,
2010,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),27.6,66.2,49.9,,,
2011,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),22.6,56.4,42.1,,,
2012,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),20.3,50.5,37.6,,,
2013,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),26.3,52.4,41.2,,,
2014,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),21.3,43.8,34.1,,,
2015,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),18.4,36.3,27.2,,,
2016,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),15.8,32.1,23.9,,,
2017,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),12.7,29.1,22,,,
2018,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Nitric Oxide (NO),12.9,17.3,15.3,,,
2010,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),33.5,56.1,44,,,
2011,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),27.5,47.3,36.8,,,
