Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2010,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),18.7,29.5,23.4,,,
2011,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),14,24.6,18.6,,,
2012,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),12.5,22.8,16.9,,,
2013,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),14.9,25.4,19.4,,,
2014,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),13.8,23.5,18,,,
2015,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),12.8,20.5,15.9,,,
2016,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),11,17.3,13.7,,,
2017,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),9.5,14.4,11.7,,,
2018,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Nitric Oxide (NO),9.6,12.7,11.1,,,
2010,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),20.6,30,24.8,,,
2011,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.2,23.8,19,,,
2012,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),13.3,21.6,16.9,,,
2013,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),18.2,25.5,21.4,,,
2014,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.6,22.7,18.8,,,
2015,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),15.3,19.9,17.4,,,
2016,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),12.7,16.4,14.3,,,
2017,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),11.8,15,13.2,,,
2018,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Nitric Oxide (NO),9.3,11.8,10.8,,,
2010,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),17.6,22,20.4,,,
2011,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),14.8,18.2,16.8,,,
2012,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),13.5,16.6,15.3,,,
2013,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),14.3,16.8,15.6,,,
2014,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),14.2,17.3,16,,,
2015,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),12.5,14.4,13.6,,,
2016,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),9.6,10.7,10.1,,,
2017,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),7.5,8.5,8,,,
2018,Neighborhood (UHF 34),Queens, Rockaways,410,Nitric Oxide (NO),7.2,8.6,8,,,
2010,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),20.1,32.8,27.2,,,
2011,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),15.3,27.4,22,,,
2012,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),13.5,24.7,19.8,,,
2013,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),17.5,28.2,23.5,,,
2014,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),14.8,24.2,19.9,,,
2015,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),13.6,19.1,16.2,,,
2016,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),11.9,16.6,14.2,,,
2017,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),11,15.3,13.3,,,
2018,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Nitric Oxide (NO),11.3,18.8,13.9,,,
2010,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),21.1,24.1,22.4,,,
2011,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),16.3,19.2,17.5,,,
2012,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),14.8,17.6,16,,,
2013,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),14.8,18.1,16.2,,,
2014,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),15.5,18.3,16.7,,,
2015,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),13.6,15.4,14.4,,,
2016,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),10.1,11.6,10.8,,,
2017,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),8.7,10.3,9.4,,,
2018,Neighborhood (UHF 34),Queens, Southeast Queens,409,Nitric Oxide (NO),9.6,11.2,10.4,,,
2010,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),11.1,16.5,13.7,,,
2011,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),11.1,15,12.8,,,
2012,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),9.2,13.1,11,,,
2013,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),8.1,14.2,11.2,,,
2014,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),8.1,12.9,10.4,,,
2015,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),8.1,11.3,9.7,,,
2016,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),5.9,9,7.5,,,
2017,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),6,8.1,7,,,
2018,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Nitric Oxide (NO),5.5,7.8,6.7,,,
2010,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),20.9,26.9,23.5,,,
2011,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),15.8,21.4,18.2,,,
2012,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),14,19.5,16.3,,,
2013,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),17.2,22.8,19.6,,,
2014,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),15.7,21.1,18,,,
2015,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),14.9,18.7,16.5,,,
2016,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),11.7,14.6,13,,,
2017,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),10.8,13.1,11.9,,,
2018,Neighborhood (UHF 34),Queens, Southwest Queens,407,Nitric Oxide (NO),8.7,10.8,9.7,,,
2010,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),18.4,29.8,23.6,,,
2011,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),13.8,24.5,18.6,,,
2012,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),11.9,22.1,16.4,,,
2013,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),16.7,26.6,21,,,
2014,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),13.9,23.6,18.2,,,
2015,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),14.2,22.6,17.7,,,
2016,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),12.3,19.5,15.4,,,
2017,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),11.6,17.5,14.1,,,
2018,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Nitric Oxide (NO),9.8,20.2,14.2,,,
2010,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),27.1,54.7,39.7,,,
2011,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),21,45.7,32.5,,,
2012,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),18.7,41,29.3,,,
2013,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),25.1,45.6,35,,,
2014,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),20.4,37.7,29,,,
2015,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),17.8,35.3,26,,,
2016,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),15.6,31.3,22.9,,,
2017,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),14.6,28.4,20.8,,,
2018,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Nitric Oxide (NO),12.1,16.3,14.2,,,
2010,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),34.5,64.6,51.1,,,
2011,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),28.4,55.5,43.5,,,
2012,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),25.4,50,39.2,,,
2013,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),30.7,53,43.2,,,
2014,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),25.3,45.1,36.5,,,
2015,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),20.1,35.4,27.9,,,
2016,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),17.6,31,24.4,,,
2017,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),15.9,27.9,21.9,,,
2018,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Nitric Oxide (NO),13,17.6,15.4,,,
2010,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),33.5,56.1,44,,,
2011,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),27.5,47.3,36.8,,,
2012,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),24.3,42,32.8,,,
2013,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),29.2,45.3,36.9,,,
2014,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),23.2,37.1,30,,,
2015,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),16.8,29,22.1,,,
2016,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),15,25.9,19.7,,,
2017,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),14.6,24.9,19.2,,,
2018,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Nitric Oxide (NO),12.1,15.6,13.8,,,
2010,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),22.3,37.9,30.3,,,
2011,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),17.7,31.6,24.9,,,
2012,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),15.5,28.4,22.1,,,
2013,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),19.4,32.2,26,,,
2014,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),15.3,26.7,21.1,,,
2015,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),12.8,20.3,16.5,,,
2016,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),11.7,18.1,14.9,,,
2017,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),12.1,20.1,15.7,,,
2018,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Nitric Oxide (NO),10.3,17.9,13.3,,,
2010,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),21.4,29.8,25.3,,,
2011,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),16,23.9,19.6,,,
2012,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),14.1,21.6,17.5,,,
2013,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),18.7,26.3,22.3,,,
2014,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),16.2,22.7,19.3,,,
2015,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),14.8,19.7,17.2,,,
2016,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),12.5,16.4,14.4,,,
2017,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),11.3,14.6,12.9,,,
2018,Neighborhood (UHF 34),Queens, West Queens,402,Nitric Oxide (NO),9.8,24.4,13.9,,,
2010,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),23.6,28.8,25.9,,,
2011,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.6,22,19.7,,,
2012,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),15,18.9,17.1,,,
2013,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),20.6,24.5,22.7,,,
2014,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.7,20.6,19.1,,,
2015,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.5,20.2,18.8,,,
2016,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),15,17.4,16.2,,,
2017,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),14.5,17.2,15.7,,,
2018,Neighborhood (UHF 34),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),10.6,25.8,15.7,,,
2010,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),20.3,27.9,23.5,,,
2011,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),15.2,22.7,18.4,,,
2012,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),13.8,21.2,16.8,,,
2013,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),14.5,22,17.5,,,
2014,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),14.7,22.1,17.6,,,
2015,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),13.3,18.4,15.3,,,
2016,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),10.5,13.9,11.9,,,
2017,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),9.2,11,10,,,
2018,Neighborhood (UHF 42),Queens, Bayside - Little Neck,404,Nitric Oxide (NO),9.9,11.8,10.7,,,
2010,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),22.8,29.3,25.9,,,
2011,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),17.1,23,20,,,
2012,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),14.8,20.5,17.5,,,
2013,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),19.9,25.5,22.6,,,
2014,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),17.4,21.9,19.7,,,
2015,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),17.3,20.9,19,,,
2016,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),14.6,17.9,16.2,,,
2017,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),14.2,17.2,15.7,,,
2018,Neighborhood (UHF 42),Brooklyn, Bedford Stuyvesant - Crown Heights,203,Nitric Oxide (NO),10.3,12.7,11.6,,,
2010,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),17.9,25.4,21.3,,,
2011,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),14.1,21,17.3,,,
2012,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),12.5,18.9,15.4,,,
2013,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),15.6,22.2,18.4,,,
2014,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),14.1,20.2,16.8,,,
2015,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),13.2,17.4,14.9,,,
2016,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),11,14.7,12.6,,,
2017,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),9.7,12.5,11,,,
2018,Neighborhood (UHF 42),Brooklyn, Bensonhurst - Bay Ridge,209,Nitric Oxide (NO),8.7,10.3,9.3,,,
2010,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),20.6,25.6,23,,,
2011,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),16.2,20.7,18.3,,,
2012,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),14.3,18.8,16.4,,,
2013,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),18,22.6,20.1,,,
2014,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),16,20.1,18,,,
2015,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),14.9,17.8,16.2,,,
2016,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),12.7,15.2,13.8,,,
2017,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),11.6,14.4,12.8,,,
2018,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Nitric Oxide (NO),9,10.5,9.8,,,
2010,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),18.7,23.4,20.8,,,
2011,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),14.8,18.8,16.4,,,
2012,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),13.3,17,14.8,,,
2013,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),16.1,20.8,18.2,,,
2014,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),14.8,19.1,16.6,,,
2015,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),13.8,17.6,15.6,,,
2016,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),11.2,14.5,12.7,,,
2017,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),9.6,13.4,11.5,,,
2018,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Nitric Oxide (NO),8,12.2,9.6,,,
2010,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),27.5,34.1,31,,,
2011,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),22.1,27.5,25,,,
2012,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),19.5,24.3,22.1,,,
2013,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),24.2,28.9,26.7,,,
2014,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),19.1,23,21.3,,,
2015,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),15.4,18.3,17,,,
2016,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),13.7,16.3,15.1,,,
2017,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),13.4,16.1,14.8,,,
2018,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Nitric Oxide (NO),11.9,14.4,12.8,,,
2010,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),30.1,62.3,47.9,,,
2011,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),24.6,53.6,40.5,,,
2012,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),22,48.3,36.4,,,
2013,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),28.3,52,41.4,,,
2014,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),22.9,43.9,34.3,,,
2015,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),19.2,36.2,28.5,,,
2016,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),16.9,32.1,25.2,,,
2017,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),16,29.2,23.2,,,
2018,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Nitric Oxide (NO),13.2,19.4,16.2,,,
2010,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),17.8,23.6,20.4,,,
2011,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),14.5,19.7,16.9,,,
2012,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),13,17.9,15.2,,,
2013,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),14.6,20.2,17.3,,,
2014,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),14.3,19,16.5,,,
2015,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),13,16,14.4,,,
2016,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),10.5,13.2,11.8,,,
2017,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),8.8,11.5,10.2,,,
2018,Neighborhood (UHF 42),Brooklyn, Coney Island - Sheepshead Bay,210,Nitric Oxide (NO),8.1,9.2,8.7,,,
2010,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),23.8,33.9,28.7,,,
2011,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),18.9,28.4,23.6,,,
2012,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),16.9,25.8,21.3,,,
2013,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),20.3,29.1,24.7,,,
2014,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),17.3,25.4,21.1,,,
2015,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),14.3,19.6,16.8,,,
2016,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),12.7,17,14.8,,,
2017,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),11.8,15.5,13.8,,,
2018,Neighborhood (UHF 42),Bronx, Crotona -Tremont,105,Nitric Oxide (NO),11.3,14.9,12.9,,,
2010,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),21.2,35,27.9,,,
2011,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),15.8,28.8,22.1,,,
2012,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),13.5,26.1,19.6,,,
2013,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),19.3,31.8,25.3,,,
2014,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),16,27.3,21.6,,,
2015,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),16.4,26.2,21.2,,,
2016,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),14.5,22.9,18.5,,,
2017,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),14,20.6,17,,,
2018,Neighborhood (UHF 42),Brooklyn, Downtown - Heights - Slope,202,Nitric Oxide (NO),11.8,17.6,14.3,,,
2010,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),20.9,29.8,25.2,,,
2011,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),16.2,24,20,,,
2012,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),14.4,21.7,18,,,
2013,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),18.3,26.1,22.3,,,
2014,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),16.4,23,19.6,,,
2015,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),15.5,20.8,18.1,,,
2016,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),13,17.7,15.3,,,
2017,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),12.2,17.1,14.6,,,
2018,Neighborhood (UHF 42),Brooklyn, East Flatbush - Flatbush,207,Nitric Oxide (NO),9.2,11,10.1,,,
2010,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),26.7,37.6,32.2,,,
2011,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),21.5,31.4,26.4,,,
2012,Neighborhood (UHF 42),Manhattan, East Harlem,303,Nitric Oxide (NO),19.1,28.3,23.7,,,
