Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2014,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),14.3,18.3,16.6,,,
2015,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),13.9,17.7,16.1,,,
2016,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),12.5,16.2,14.6,,,
2017,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),13,16.7,15.1,,,
2018,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),11.8,15,13.6,,,
2019,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),11.2,14.2,12.9,,,
2011,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),24.8,27.2,26,,,
2012,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),22.4,24.6,23.4,,,
2013,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),21.8,24,22.8,,,
2014,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),21.3,23.4,22.3,,,
2015,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),20.3,22.4,21.3,,,
2016,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),19.7,21.9,20.7,,,
2017,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),19.6,21.6,20.5,,,
2018,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),18.8,21,19.9,,,
2019,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),17,19.4,18.2,,,
2011,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),21.9,25.4,23.6,,,
2012,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),19.6,23,21.3,,,
2013,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),19,22.4,20.7,,,
2014,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),19,22.1,20.5,,,
2015,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),18.4,21.3,19.8,,,
2016,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),17.5,20.5,18.9,,,
2017,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),17.6,20.4,18.9,,,
2018,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),17,19.2,18.1,,,
2019,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),15.3,17.4,16.4,,,
2011,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),25.4,29,27.6,,,
2012,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),23,26.8,25.2,,,
2013,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),22.5,26.1,24.7,,,
2014,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),21.6,25.1,23.6,,,
2015,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),21.1,24.1,22.9,,,
2016,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),20.3,23.3,22.1,,,
2017,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),20.6,23.5,22.3,,,
2018,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),19.5,21.9,20.9,,,
2019,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),18,20.3,19.4,,,
2011,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),18.7,24.6,22.4,,,
2012,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),16.5,22.4,20.2,,,
2013,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),16.1,21.9,19.8,,,
2014,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),15.8,21.5,19.3,,,
2015,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),15.3,20.8,18.7,,,
2016,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),14.4,19.9,17.8,,,
2017,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),14.6,19.8,17.9,,,
2018,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),14.3,18.9,17.2,,,
2019,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),12.8,17.1,15.4,,,
2011,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),24.7,27.2,25.9,,,
2012,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),22.5,25,23.7,,,
2013,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),21.6,24.1,22.8,,,
2014,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),21.7,24,22.8,,,
2015,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),20.9,23.1,21.9,,,
2016,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),20.3,22.4,21.2,,,
2017,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),20.4,22.3,21.3,,,
2018,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),19.3,20.6,19.9,,,
2019,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),17.5,18.9,18.2,,,
2011,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),31.4,35.4,33.5,,,
2012,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),28.9,33,31.1,,,
2013,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),28.1,32.1,30.3,,,
2014,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),26.9,30.7,28.9,,,
2015,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),25,28.2,26.7,,,
2016,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),24.6,27.6,26.3,,,
2017,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),24.2,27.4,25.9,,,
2018,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),23.6,26.8,25.3,,,
2019,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),22.6,25.8,24.3,,,
2011,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),21.5,24.8,22.9,,,
2012,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),19.2,22.3,20.5,,,
2013,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),18.6,21.7,19.9,,,
2014,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),18.9,21.5,20,,,
2015,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),18.2,20.6,19.3,,,
2016,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),17.1,19.8,18.3,,,
2017,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),17.3,19.7,18.3,,,
2018,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),16.2,18.7,17.3,,,
2019,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),14.8,17.1,15.8,,,
2011,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),13.8,22.4,19.2,,,
2012,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),12.1,20.3,17.3,,,
2013,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),11.4,19.7,16.7,,,
2014,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),12.4,19.8,17.1,,,
2015,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),12.1,19.2,16.6,,,
2016,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),10.7,18.1,15.4,,,
2017,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),11.2,18.3,15.7,,,
2018,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),9.7,17.7,14.4,,,
2019,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitrogen Dioxide (NO2),8.9,16.1,13.1,,,
2011,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),19.6,24.4,21.9,,,
2012,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),17.6,22.2,19.8,,,
2013,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),16.4,21.2,18.7,,,
2014,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),17.2,21.6,19.4,,,
2015,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),17,21,19,,,
2016,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),16.1,20.2,18.2,,,
2017,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),16.4,20.3,18.4,,,
2018,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),15.7,20,17.6,,,
2019,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitrogen Dioxide (NO2),14.1,19.1,16.3,,,
2011,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),24.9,28.2,26.8,,,
2012,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),22.6,25.9,24.6,,,
2013,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),22.1,25.3,23.9,,,
2014,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),20.8,24.1,22.7,,,
2015,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),20.9,24,22.7,,,
2016,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),19.5,22.5,21.2,,,
2017,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),20.3,23.1,22,,,
2018,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),19,21.7,20.5,,,
2019,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitrogen Dioxide (NO2),16.8,19.4,18.2,,,
2011,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),25.4,29.7,27.4,,,
2012,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),22.9,27.2,24.8,,,
2013,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),22.3,26.5,24.2,,,
2014,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),21.5,25.6,23.4,,,
2015,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),20.7,24.4,22.4,,,
2016,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),20.5,24.1,22.2,,,
2017,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),20.1,23.5,21.7,,,
2018,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),19.8,22.4,21.1,,,
2019,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitrogen Dioxide (NO2),18.9,21.3,19.9,,,
2011,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),24.1,27.7,25.9,,,
2012,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),21.9,25.4,23.6,,,
2013,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),21.2,24.7,22.9,,,
2014,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),20.8,24.1,22.4,,,
2015,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),20.2,23.2,21.7,,,
2016,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),20,22.9,21.4,,,
2017,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),19.8,22.5,21.1,,,
2018,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),20.9,23.4,22.1,,,
2019,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitrogen Dioxide (NO2),19.8,23.5,21.5,,,
2011,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),29.2,34.2,32.3,,,
2012,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),27,32,30.1,,,
2013,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),26.3,31.1,29.3,,,
2014,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),25.2,29.9,28.1,,,
2015,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),24,27.8,26.3,,,
2016,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),23.9,27.3,25.9,,,
2017,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),23.5,27,25.7,,,
2018,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),22.8,26.1,24.8,,,
2019,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitrogen Dioxide (NO2),21.8,24.6,23.4,,,
2011,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),25.5,28.2,26.9,,,
2012,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),23.1,25.8,24.5,,,
2013,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),22.6,25.3,24,,,
2014,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),21.3,24,22.7,,,
2015,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),21.2,23.6,22.4,,,
2016,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),20,22.3,21.2,,,
2017,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),20.6,22.9,21.8,,,
2018,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),19.8,21.8,20.9,,,
2019,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitrogen Dioxide (NO2),17.8,19.5,18.7,,,
2011,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),18.7,23.6,21.7,,,
2012,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),16.4,21.2,19.4,,,
2013,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),15.7,20.6,18.7,,,
2014,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),16.1,20.6,18.8,,,
2015,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),15.8,20,18.3,,,
2016,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),15.1,19.3,17.6,,,
2017,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),15.1,19.2,17.7,,,
2018,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),15.2,18.4,17.1,,,
2019,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitrogen Dioxide (NO2),13.3,16.3,15.1,,,
2011,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),21.3,26.8,24.3,,,
2012,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),19,24.5,22.1,,,
2013,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),18.1,23.7,21.3,,,
2014,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),18.2,23.3,21,,,
2015,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),18.2,23,20.9,,,
2016,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),17.2,21.8,19.8,,,
2017,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),17.8,22.3,20.3,,,
2018,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),17.3,22.6,20.4,,,
2019,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitrogen Dioxide (NO2),16,21.4,19,,,
2011,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),23.2,26.1,24.7,,,
2012,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),21,23.9,22.6,,,
2013,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),20,23,21.6,,,
2014,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),20.3,22.9,21.7,,,
2015,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),19.8,21.9,21,,,
2016,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),19.1,21.3,20.3,,,
2017,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),19.3,21.4,20.5,,,
2018,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),18,20,19.1,,,
2019,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitrogen Dioxide (NO2),16.5,18.6,17.6,,,
2011,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),20,24.1,21.6,,,
2012,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),17.9,21.8,19.4,,,
2013,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),17.6,21.4,19.1,,,
2014,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),17.5,21.1,18.9,,,
2015,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),17.3,20.5,18.5,,,
2016,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),16.3,19.6,17.6,,,
2017,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),16.6,19.7,17.8,,,
2018,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),16.6,19.7,17.7,,,
2019,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitrogen Dioxide (NO2),14.6,17.7,15.7,,,
2011,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),21.9,24.5,23.3,,,
2012,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),19.6,22.2,21,,,
2013,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),19.1,21.8,20.6,,,
2014,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),18.7,21.3,20.1,,,
2015,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),18,20.6,19.5,,,
2016,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),17.3,19.8,18.7,,,
2017,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),17.4,19.8,18.8,,,
2018,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),16.9,19.1,18.2,,,
2019,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitrogen Dioxide (NO2),14.8,16.9,16.1,,,
2011,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),22.2,26.4,24.2,,,
2012,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),20.7,24.4,22.5,,,
2013,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),19.5,23.6,21.5,,,
2014,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),19.1,22.6,20.7,,,
2015,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),19.4,22.6,20.9,,,
2016,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),17.6,20.8,19.1,,,
2017,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),18.8,21.9,20.3,,,
2018,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),16.8,19.9,18.4,,,
2019,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitrogen Dioxide (NO2),14.8,17.6,16.2,,,
2011,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),21.8,26.4,24.4,,,
2012,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),19.5,24.3,22.2,,,
2013,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),18.7,23.4,21.4,,,
2014,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),18.7,23.2,21.2,,,
2015,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),18.4,22.4,20.6,,,
2016,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),17.8,21.8,20.1,,,
2017,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),18.1,22,20.3,,,
2018,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),16.9,21.2,19.5,,,
2019,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitrogen Dioxide (NO2),15.5,20.3,18.4,,,
2011,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),25.7,33.5,29.7,,,
2012,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),23.4,31.3,27.4,,,
2013,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),22.6,30.4,26.6,,,
2014,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),21.9,29.3,25.7,,,
2015,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),21,27.4,24.3,,,
2016,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),20.9,27,24,,,
2017,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),20.5,26.6,23.6,,,
2018,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),19.5,25.1,22.4,,,
2019,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitrogen Dioxide (NO2),18.7,23.7,21.2,,,
2011,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),38,45.3,41.8,,,
2012,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),36,43.6,40,,,
