Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2013,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),34.9,42.1,38.7,,,
2014,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),33.5,40.3,37.1,,,
2015,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),30.2,35.4,32.9,,,
2016,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),29.3,33.8,31.6,,,
2017,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),29.4,34.3,32,,,
2018,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),28.7,33.2,31.1,,,
2019,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitrogen Dioxide (NO2),26,30.7,28.5,,,
2011,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),26.4,29.3,28.1,,,
2012,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),23.9,26.9,25.5,,,
2013,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),23.7,26.5,25.2,,,
2014,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),21.9,24.8,23.6,,,
2015,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),21.5,23.9,22.9,,,
2016,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),20.6,23,22,,,
2017,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),21,23.4,22.4,,,
2018,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),20.4,22.4,21.5,,,
2019,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitrogen Dioxide (NO2),18.1,20.3,19.2,,,
2011,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),20.4,23.2,21.8,,,
2012,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),19.1,21.6,20.4,,,
2013,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),17.6,20.3,19,,,
2014,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),18.2,20.5,19.4,,,
2015,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),18.5,20.7,19.6,,,
2016,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),16.8,19,17.9,,,
2017,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),17.9,20.1,19,,,
2018,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),16.2,18.1,17.1,,,
2019,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitrogen Dioxide (NO2),14.6,16.7,15.5,,,
2011,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),23.5,26.8,25.3,,,
2012,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),21.2,24.4,23,,,
2013,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),20.5,23.8,22.3,,,
2014,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),19.8,22.9,21.6,,,
2015,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),19.8,22.5,21.4,,,
2016,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),18.4,21.2,20.1,,,
2017,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),19.2,21.9,20.8,,,
2018,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),18.4,20.9,19.8,,,
2019,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitrogen Dioxide (NO2),16.4,18.8,17.8,,,
2011,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),24.7,26.9,25.9,,,
2012,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),22.3,24.4,23.5,,,
2013,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),21.7,23.9,22.9,,,
2014,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),21.1,23,22.1,,,
2015,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),20.8,22.6,21.8,,,
2016,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),19.9,21.7,20.8,,,
2017,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),20.3,22,21.3,,,
2018,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),20.2,22.4,21.2,,,
2019,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitrogen Dioxide (NO2),18.6,21.1,19.7,,,
2011,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),23.5,27.8,26,,,
2012,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),20.7,25,23.3,,,
2013,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),20.2,24.5,22.7,,,
2014,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),19.5,23.7,22,,,
2015,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),19.1,23,21.4,,,
2016,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),19.1,22.8,21.2,,,
2017,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),18.5,22.1,20.6,,,
2018,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),19.3,22.7,21.2,,,
2019,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitrogen Dioxide (NO2),18.3,21.5,20.1,,,
2011,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),19.5,25.5,23,,,
2012,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),17.4,23.6,21.1,,,
2013,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),16.3,22.4,19.9,,,
2014,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),16.8,22.6,20.2,,,
2015,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),16.7,22.5,20.1,,,
2016,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),15.7,21.1,18.8,,,
2017,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),16.3,21.7,19.5,,,
2018,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),15.2,19.8,17.9,,,
2019,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitrogen Dioxide (NO2),13.8,18.1,16.4,,,
2011,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),17.6,21.1,19.3,,,
2012,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),15.7,19,17.4,,,
2013,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),15.1,18.5,16.9,,,
2014,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),15.8,18.8,17.3,,,
2015,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),15.7,18.6,17.2,,,
2016,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),14.6,17.7,16.2,,,
2017,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),15,17.9,16.5,,,
2018,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),14.8,17.6,16.3,,,
2019,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitrogen Dioxide (NO2),13.3,15.7,14.6,,,
2011,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),21.6,26.7,24.1,,,
2012,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),19.3,24.4,21.8,,,
2013,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),18.6,23.6,21.1,,,
2014,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),18.4,23.4,20.9,,,
2015,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),17.6,22.4,20,,,
2016,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),17,21.6,19.3,,,
2017,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),17.1,21.6,19.3,,,
2018,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),16.5,20.1,18.3,,,
2019,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitrogen Dioxide (NO2),14.5,18.2,16.4,,,
2011,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),19.8,25.6,23.3,,,
2012,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),17.5,23.4,21.1,,,
2013,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),16.9,22.7,20.4,,,
2014,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),16.5,22.3,20.1,,,
2015,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),16,21.5,19.4,,,
2016,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),15.4,21,18.8,,,
2017,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),15.4,20.9,18.8,,,
2018,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),15.1,21.6,18.5,,,
2019,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitrogen Dioxide (NO2),13.4,21.3,17.1,,,
2011,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),18,24.5,20.8,,,
2012,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),16.4,22.6,19.1,,,
2013,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),15.5,21.8,18.2,,,
2014,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),14.4,20.8,17.1,,,
2015,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),15.3,21.2,17.8,,,
2016,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),13.5,19.4,16,,,
2017,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),14.9,20.5,17.3,,,
2018,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),13.6,18.7,15.8,,,
2019,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitrogen Dioxide (NO2),11.3,16.5,13.5,,,
2011,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),11.7,16,14.2,,,
2012,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),10.5,14.8,13,,,
2013,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),10,14.4,12.5,,,
2014,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),11.2,15.4,13.7,,,
2015,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),11,15.2,13.4,,,
2016,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),9.3,13.3,11.6,,,
2017,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),10.1,14.2,12.6,,,
2018,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),8.4,12.5,10.4,,,
2019,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitrogen Dioxide (NO2),7.9,11.7,9.9,,,
2011,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),16.1,21.6,19.4,,,
2012,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),14.5,19.6,17.6,,,
2013,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),13.7,18.8,16.8,,,
2014,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),15.2,19.7,18,,,
2015,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),14.8,19,17.4,,,
2016,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),13.2,17.7,15.9,,,
2017,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),13.8,18,16.4,,,
2018,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),11.8,16.1,14.5,,,
2019,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Nitrogen Dioxide (NO2),11.2,15,13.6,,,
2011,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),13.5,19.2,16.3,,,
2012,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),11.8,17.3,14.5,,,
2013,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),11,16.6,13.8,,,
2014,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),11.7,16.7,14,,,
2015,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),11.3,16.3,13.6,,,
2016,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),10.9,16.1,13.4,,,
2017,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),10.9,15.8,13.2,,,
2018,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),10.5,15.3,12.8,,,
2019,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Nitrogen Dioxide (NO2),9.7,13.8,11.7,,,
2011,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),24.1,26.1,25.2,,,
2012,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),21.6,23.5,22.7,,,
2013,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),21.1,22.9,22.1,,,
2014,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),20.7,22.4,21.7,,,
2015,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),19.8,21.5,20.8,,,
2016,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),19.2,20.9,20.1,,,
2017,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),19.1,20.7,19.9,,,
2018,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),18.2,19.8,19.1,,,
2019,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Nitrogen Dioxide (NO2),16.5,18.1,17.4,,,
2011,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),19,23.4,21.5,,,
2012,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),16.9,21.1,19.3,,,
2013,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),16.6,20.8,19,,,
2014,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),16.3,20.3,18.6,,,
2015,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),15.9,19.7,18.2,,,
2016,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),14.9,18.8,17.2,,,
2017,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),15.2,19,17.4,,,
2018,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),14.4,18.2,16.6,,,
2019,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Nitrogen Dioxide (NO2),12.6,16,14.5,,,
2011,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),18.1,22.3,20.5,,,
2012,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),15.7,20,18.1,,,
2013,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),15.3,19.6,17.6,,,
2014,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),14.8,18.8,17.1,,,
2015,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),14.6,18.6,16.9,,,
2016,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),14.6,18.6,16.9,,,
2017,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),14.1,18.1,16.4,,,
2018,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),14.2,17.6,16.1,,,
2019,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Nitrogen Dioxide (NO2),13.2,16.6,15.1,,,
2011,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),30.3,42,36.4,,,
2012,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),28.2,40.2,34.5,,,
2013,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),27.3,38.9,33.4,,,
2014,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),26.4,37.4,32.2,,,
2015,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),24.6,33.4,29.3,,,
2016,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),24.1,32,28.4,,,
2017,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),23.9,32.3,28.4,,,
2018,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),22.5,30.4,26.6,,,
2019,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Nitrogen Dioxide (NO2),20.7,27.8,24.5,,,
2011,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),20.2,26.8,24,,,
2012,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),17.4,24,21.2,,,
2013,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),16.9,23.5,20.7,,,
2014,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),16.6,23,20.3,,,
2015,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),16.1,22.4,19.8,,,
2016,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),15.8,22.1,19.4,,,
2017,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),15.4,21.4,19,,,
2018,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),16,22.8,19.8,,,
2019,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Nitrogen Dioxide (NO2),14.7,21.6,18.5,,,
2011,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),17.3,23.1,20.4,,,
2012,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),15.8,21.8,19,,,
2013,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),14.2,20.2,17.4,,,
2014,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),15.5,21.2,18.5,,,
2015,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),15.7,21.4,18.8,,,
2016,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),14.4,19.7,17.2,,,
2017,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),15.1,20.5,18.1,,,
2018,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),13.6,17.8,15.8,,,
2019,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Nitrogen Dioxide (NO2),12.5,16.4,14.6,,,
2011,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),10.7,15.7,13.3,,,
2012,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),10,14.5,12.4,,,
2013,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),8.9,13.6,11.4,,,
2014,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),10.4,14.5,12.5,,,
2015,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),9.6,13.8,11.8,,,
2016,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),9.2,13.5,11.4,,,
2017,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),9.5,13.6,11.6,,,
2018,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),8.9,12.8,11,,,
2019,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Nitrogen Dioxide (NO2),8,12.1,10.2,,,
2011,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),25.8,36.6,31.7,,,
2012,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),23.8,34.7,29.6,,,
2013,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),22.9,33.6,28.7,,,
2014,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),22.3,32.4,27.8,,,
2015,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),21.1,29.5,25.8,,,
2016,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),20.5,28.4,24.9,,,
2017,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),20.6,28.7,25.1,,,
2018,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),19.1,26.9,23.5,,,
2019,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Nitrogen Dioxide (NO2),19,24.7,22.2,,,
2011,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),27.3,30.8,29.3,,,
2012,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),25,28.7,27.1,,,
2013,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),24.5,28,26.5,,,
2014,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),23.1,26.7,25.1,,,
2015,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),22,25.3,23.9,,,
2016,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),21.3,24.6,23.1,,,
2017,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),21.6,24.8,23.4,,,
2018,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),20.8,23.3,22.2,,,
2019,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Nitrogen Dioxide (NO2),19.3,22.3,20.8,,,
